,statenum,year,disease,m_rate,p_urb,lnm_rate
4773,Rhode Island,1940.0,7,0.0037647625,,-5.5820704
4774,Rhode Island,1941.0,1,209.99998,,5.3471074
4775,Rhode Island,1941.0,2,0.00048659777,,-7.6280727
4776,Rhode Island,1941.0,3,1.3863184e-06,,-13.488859
4777,Rhode Island,1941.0,4,0.00037846493,,-7.8793874
4778,Rhode Island,1941.0,5,0.00038678283,,-7.857647
4779,Rhode Island,1941.0,6,0.0015166324,,-6.491263
4780,Rhode Island,1941.0,7,0.0037638545,,-5.5823116
4781,Rhode Island,1942.0,1,180.0,,5.192957
4782,Rhode Island,1942.0,2,0.00053345255,,-7.5361404
4783,Rhode Island,1942.0,3,2.7426865e-06,,-12.806573
4784,Rhode Island,1942.0,4,0.00038397612,,-7.86493
4785,Rhode Island,1942.0,5,0.0003894615,,-7.8507457
4786,Rhode Island,1942.0,6,0.0015235625,,-6.486704
4787,Rhode Island,1942.0,7,0.0038301619,,-5.5648484
4788,Rhode Island,1943.0,1,230.0,,5.4380794
4789,Rhode Island,1943.0,2,0.0006552804,,-7.330447
4790,Rhode Island,1943.0,3,4.0700647e-06,,-12.411852
4791,Rhode Island,1943.0,4,0.00040157972,,-7.8201046
4792,Rhode Island,1943.0,5,0.000439567,,-7.7297206
4793,Rhode Island,1943.0,6,0.0015561214,,-6.465559
4794,Rhode Island,1943.0,7,0.004173173,,-5.479079
4795,South Carolina,1925.0,1,1080.0,19.4,6.9847164
4796,South Carolina,1925.0,2,0.0013200919,19.4,-6.630054
4797,South Carolina,1925.0,3,4.09059e-06,19.4,-12.406821
4798,South Carolina,1925.0,4,0.0009893385,19.4,-6.918474
4799,South Carolina,1925.0,5,8.005869e-05,19.4,-9.432751
4800,South Carolina,1925.0,6,0.00043594005,19.4,-7.7380056
4801,South Carolina,1925.0,7,0.0014100849,19.4,-6.5641055
4802,South Carolina,1926.0,1,1080.0,19.779999,6.9847164
4803,South Carolina,1926.0,2,0.0015925453,19.779999,-6.442422
4804,South Carolina,1926.0,3,6.407461e-06,19.779999,-11.958048
4805,South Carolina,1926.0,4,0.0009681091,19.779999,-6.9401655
4806,South Carolina,1926.0,5,9.669441e-05,19.779999,-9.243955
4807,South Carolina,1926.0,6,0.00044094984,19.779999,-7.7265797
4808,South Carolina,1926.0,7,0.0015884679,19.779999,-6.4449854
4809,South Carolina,1927.0,1,1080.0,20.16,6.9847164
4810,South Carolina,1927.0,2,0.0011932047,20.16,-6.7311125
4811,South Carolina,1927.0,3,4.064444e-06,20.16,-12.413234
4812,South Carolina,1927.0,4,0.0008999841,20.16,-7.0131335
4813,South Carolina,1927.0,5,8.593396e-05,20.16,-9.361932
4814,South Carolina,1927.0,6,0.00044128252,20.16,-7.7258253
4815,South Carolina,1927.0,7,0.001515457,20.16,-6.4920382
4816,South Carolina,1928.0,1,1090.0,20.539999,6.993933
4817,South Carolina,1928.0,2,0.0018034945,20.539999,-6.318029
4818,South Carolina,1928.0,3,5.7878515e-06,20.539999,-12.05975
4819,South Carolina,1928.0,4,0.00087512314,20.539999,-7.041146
4820,South Carolina,1928.0,5,0.00010070862,20.539999,-9.2032795
4821,South Carolina,1928.0,6,0.00045897663,20.539999,-7.686511
4822,South Carolina,1928.0,7,0.0016535892,20.539999,-6.404807
4823,South Carolina,1929.0,1,1140.0,20.92,7.0387836
4824,South Carolina,1929.0,2,0.0017135332,20.92,-6.369198
4825,South Carolina,1929.0,3,9.231155e-06,20.92,-11.592926
4826,South Carolina,1929.0,4,0.000808303,20.92,-7.1205735
4827,South Carolina,1929.0,5,9.519629e-05,20.92,-9.259569
4828,South Carolina,1929.0,6,0.00043674902,20.92,-7.7361517
4829,South Carolina,1929.0,7,0.0017302646,20.92,-6.359481
4830,South Carolina,1930.0,1,1140.0,21.3,7.0387836
4831,South Carolina,1930.0,2,0.0013613111,21.3,-6.599307
4832,South Carolina,1930.0,3,9.201934e-06,21.3,-11.596097
4833,South Carolina,1930.0,4,0.0007810141,21.3,-7.1549172
4834,South Carolina,1930.0,5,0.00010524711,21.3,-9.1592
4835,South Carolina,1930.0,6,0.0004083358,21.3,-7.8034205
4836,South Carolina,1930.0,7,0.0017805741,21.3,-6.3308196
4837,South Carolina,1931.0,1,1020.0,21.619999,6.927558
4838,South Carolina,1931.0,2,0.0015960851,21.619999,-6.4402013
4839,South Carolina,1931.0,3,1.0826711e-05,21.619999,-11.433495
4840,South Carolina,1931.0,4,0.0007356465,21.619999,-7.214761
4841,South Carolina,1931.0,5,0.00011738434,21.619999,-9.050057
4842,South Carolina,1931.0,6,0.000457571,21.619999,-7.6895785
4843,South Carolina,1931.0,7,0.001635973,21.619999,-6.4155173
4844,South Carolina,1932.0,1,939.99994,21.939999,6.84588
4845,South Carolina,1932.0,2,0.0013534169,21.939999,-6.605123
4846,South Carolina,1932.0,3,6.2109248e-06,21.939999,-11.989201
4847,South Carolina,1932.0,4,0.00067473226,21.939999,-7.3011947
4848,South Carolina,1932.0,5,0.00011913683,21.939999,-9.035238
4849,South Carolina,1932.0,6,0.00041951973,21.939999,-7.7764
4850,South Carolina,1932.0,7,0.0016554937,21.939999,-6.403656
4851,South Carolina,1933.0,1,800.0,22.26,6.684612
4852,South Carolina,1933.0,2,0.0012673266,22.26,-6.6708455
4853,South Carolina,1933.0,3,7.2738394e-06,22.26,-11.831226
4854,South Carolina,1933.0,4,0.00061212154,22.26,-7.3985796
4855,South Carolina,1933.0,5,0.000113024274,22.26,-9.087908
4856,South Carolina,1933.0,6,0.00048622818,22.26,-7.6288323
4857,South Carolina,1933.0,7,0.0016231852,22.26,-6.4233646
4858,South Carolina,1934.0,1,870.0,22.58,6.768493
4859,South Carolina,1934.0,2,0.0013812947,22.58,-6.584734
4860,South Carolina,1934.0,3,5.5451414e-06,22.58,-12.102589
4861,South Carolina,1934.0,4,0.0006166197,22.58,-7.3912582
4862,South Carolina,1934.0,5,0.00012032957,22.58,-9.025276
4863,South Carolina,1934.0,6,0.000531779,22.58,-7.5392823
4864,South Carolina,1934.0,7,0.0017023584,22.58,-6.3757405
4865,South Carolina,1935.0,1,950.0,22.9,6.856462
4866,South Carolina,1935.0,2,0.0013761761,22.9,-6.5884466
4867,South Carolina,1935.0,3,3.847138e-06,22.9,-12.468181
4868,South Carolina,1935.0,4,0.00054904155,22.9,-7.5073366
4869,South Carolina,1935.0,5,0.00012310842,22.9,-9.002445
4870,South Carolina,1935.0,6,0.0004968304,22.9,-7.6072617
4871,South Carolina,1935.0,7,0.0018043077,22.9,-6.3175783
4872,South Carolina,1936.0,1,900.0,23.22,6.802395
4873,South Carolina,1936.0,2,0.0016397118,23.22,-6.4132347
4874,South Carolina,1936.0,3,7.081812e-06,23.22,-11.857981
4875,South Carolina,1936.0,4,0.00056055264,23.22,-7.4865875
4876,South Carolina,1936.0,5,0.000119301294,23.22,-9.033858
4877,South Carolina,1936.0,6,0.0005126142,23.22,-7.575987
4878,South Carolina,1936.0,7,0.0018886647,23.22,-6.2718854
4879,South Carolina,1937.0,1,770.0,23.539999,6.6463904
4880,South Carolina,1937.0,2,0.0014023873,23.539999,-6.569579
4881,South Carolina,1937.0,3,3.7800194e-06,23.539999,-12.485782
4882,South Carolina,1937.0,4,0.0005232627,23.539999,-7.555427
4883,South Carolina,1937.0,5,0.00011826061,23.539999,-9.04262
4884,South Carolina,1937.0,6,0.00052272266,23.539999,-7.5564594
4885,South Carolina,1937.0,7,0.00194293,23.539999,-6.243558
4886,South Carolina,1938.0,1,790.0,23.86,6.672033
4887,South Carolina,1938.0,2,0.001186298,23.86,-6.736918
4888,South Carolina,1938.0,3,4.817997e-06,23.86,-12.243153
4889,South Carolina,1938.0,4,0.00050053635,23.86,-7.59983
4890,South Carolina,1938.0,5,0.00012312659,23.86,-9.002297
4891,South Carolina,1938.0,6,0.00055032235,23.86,-7.5050063
4892,South Carolina,1938.0,7,0.0019743082,23.86,-6.227537
4893,South Carolina,1939.0,1,600.0,24.18,6.3969297
4894,South Carolina,1939.0,2,0.0009744447,24.18,-6.933643
4895,South Carolina,1939.0,3,2.1229732e-06,24.18,-13.062693
4896,South Carolina,1939.0,4,0.00044953957,24.18,-7.707287
4897,South Carolina,1939.0,5,0.000138524,24.18,-8.884467
4898,South Carolina,1939.0,6,0.0005647109,24.18,-7.4791965
4899,South Carolina,1939.0,7,0.0017519835,24.18,-6.347007
4900,South Carolina,1940.0,1,690.0,,6.5366917
4901,South Carolina,1940.0,2,0.0010214156,,-6.8865657
4902,South Carolina,1940.0,3,1.0524632e-06,,-13.764378
4903,South Carolina,1940.0,4,0.0004730822,,-7.6562414
4904,South Carolina,1940.0,5,0.00012787427,,-8.964463
4905,South Carolina,1940.0,6,0.000570435,,-7.4691114
4906,South Carolina,1940.0,7,0.0019012748,,-6.2652307
4907,South Carolina,1941.0,1,630.0,,6.4457197
4908,South Carolina,1941.0,2,0.0010223204,,-6.88568
4909,South Carolina,1941.0,3,2.0800007e-06,,-13.083142
4910,South Carolina,1941.0,4,0.00044304013,,-7.7218504
4911,South Carolina,1941.0,5,0.00013988004,,-8.874725
4912,South Carolina,1941.0,6,0.0005928002,,-7.430653
4913,South Carolina,1941.0,7,0.0017924405,,-6.3241773
4914,South Carolina,1942.0,1,530.0,,6.272877
4915,South Carolina,1942.0,2,0.0007107439,,-7.2491984
4916,South Carolina,1942.0,3,0.0,,
4917,South Carolina,1942.0,4,0.0004116456,,-7.7953477
4918,South Carolina,1942.0,5,0.00012796474,,-8.963756
4919,South Carolina,1942.0,6,0.0006059053,,-7.408787
4920,South Carolina,1942.0,7,0.0018028124,,-6.3184075
4921,South Carolina,1943.0,1,440.0,,6.086775
4922,South Carolina,1943.0,2,0.0007548431,,-7.1890006
4923,South Carolina,1943.0,3,1.0159396e-06,,-13.799697
4924,South Carolina,1943.0,4,0.00034897527,,-7.9605093
4925,South Carolina,1943.0,5,0.00014019967,,-8.872443
4926,South Carolina,1943.0,6,0.0005988964,,-7.420422
4927,South Carolina,1943.0,7,0.0017982131,,-6.320962
4928,South Dakota,1930.0,1,,18.9,
4929,South Dakota,1930.0,2,,18.9,
4930,South Dakota,1930.0,3,,18.9,
4931,South Dakota,1930.0,4,,18.9,
4932,South Dakota,1930.0,5,,18.9,
4933,South Dakota,1930.0,6,,18.9,
4934,South Dakota,1930.0,7,,18.9,
4935,South Dakota,1931.0,1,,19.47,
4936,South Dakota,1931.0,2,,19.47,
4937,South Dakota,1931.0,3,,19.47,
4938,South Dakota,1931.0,4,,19.47,
4939,South Dakota,1931.0,5,,19.47,
4940,South Dakota,1931.0,6,,19.47,
4941,South Dakota,1931.0,7,,19.47,
4942,South Dakota,1932.0,1,370.0,20.039999,5.913503
4943,South Dakota,1932.0,2,0.0007570947,20.039999,-7.1860223
4944,South Dakota,1932.0,3,1.3179598e-05,20.039999,-11.23684
4945,South Dakota,1932.0,4,0.0004935027,20.039999,-7.613982
4946,South Dakota,1932.0,5,0.00019183637,20.039999,-8.558867
4947,South Dakota,1932.0,6,0.0008405655,20.039999,-7.0814357
4948,South Dakota,1932.0,7,0.001607911,20.039999,-6.4328194
4949,South Dakota,1933.0,1,480.00003,20.61,6.173786
4950,South Dakota,1933.0,2,0.0009500124,20.61,-6.9590354
4951,South Dakota,1933.0,3,1.3276571e-05,20.61,-11.229509
4952,South Dakota,1933.0,4,0.00042189992,20.61,-7.7707424
4953,South Dakota,1933.0,5,0.00019324786,20.61,-8.551537
4954,South Dakota,1933.0,6,0.0008526509,20.61,-7.06716
4955,South Dakota,1933.0,7,0.0016846494,20.61,-6.386198
4956,South Dakota,1934.0,1,510.0,21.18,6.234411
4957,South Dakota,1934.0,2,0.0009912347,21.18,-6.916559
4958,South Dakota,1934.0,3,1.1888871e-05,21.18,-11.339908
4959,South Dakota,1934.0,4,0.00037152722,21.18,-7.8978887
4960,South Dakota,1934.0,5,0.00023629132,21.18,-8.350445
4961,South Dakota,1934.0,6,0.0009035542,21.18,-7.0091743
4962,South Dakota,1934.0,7,0.0017283447,21.18,-6.360591
4963,South Dakota,1935.0,1,650.0,21.75,6.4769726
4964,South Dakota,1935.0,2,0.0012202234,21.75,-6.708721
4965,South Dakota,1935.0,3,2.8446924e-05,21.75,-10.46747
4966,South Dakota,1935.0,4,0.00040274858,21.75,-7.8171983
4967,South Dakota,1935.0,5,0.00019763126,21.75,-8.529107
4968,South Dakota,1935.0,6,0.00094473734,21.75,-6.9646034
4969,South Dakota,1935.0,7,0.0016005138,21.75,-6.4374304
4970,South Dakota,1936.0,1,460.0,22.32,6.1312265
4971,South Dakota,1936.0,2,0.00086133706,22.32,-7.0570245
4972,South Dakota,1936.0,3,3.771178e-05,22.32,-10.185538
4973,South Dakota,1936.0,4,0.00038616863,22.32,-7.8592362
4974,South Dakota,1936.0,5,0.00022627068,22.32,-8.393779
4975,South Dakota,1936.0,6,0.0009488284,22.32,-6.960283
4976,South Dakota,1936.0,7,0.0017256911,22.32,-6.362128
4977,South Dakota,1937.0,1,400.0,22.89,5.9914646
4978,South Dakota,1937.0,2,0.0010624147,22.89,-6.847211
4979,South Dakota,1937.0,3,3.0398134e-05,22.89,-10.40113
4980,South Dakota,1937.0,4,0.00041189473,22.89,-7.7947426
4981,South Dakota,1937.0,5,0.00020062768,22.89,-8.51406
4982,South Dakota,1937.0,6,0.0008876255,22.89,-7.026961
4983,South Dakota,1937.0,7,0.0018542862,22.89,-6.2902555
4984,South Dakota,1938.0,1,360.0,23.460001,5.886104
4985,South Dakota,1938.0,2,0.00069071417,23.460001,-7.2777843
4986,South Dakota,1938.0,3,1.0720619e-05,23.460001,-11.443341
4987,South Dakota,1938.0,4,0.00036450106,23.460001,-7.916981
4988,South Dakota,1938.0,5,0.00019603418,23.460001,-8.537222
4989,South Dakota,1938.0,6,0.0009219732,23.460001,-6.9889946
4990,South Dakota,1938.0,7,0.0017796227,23.460001,-6.3313537
4991,South Dakota,1939.0,1,300.0,24.03,5.7037826
4992,South Dakota,1939.0,2,0.00074078684,24.03,-7.2077975
4993,South Dakota,1939.0,3,1.3889753e-05,24.03,-11.18436
4994,South Dakota,1939.0,4,0.0002932281,24.03,-8.13456
4995,South Dakota,1939.0,5,0.00025618877,24.03,-8.269596
4996,South Dakota,1939.0,6,0.0010695109,24.03,-6.8405538
4997,South Dakota,1939.0,7,0.0019507386,24.03,-6.2395473
4998,South Dakota,1940.0,1,330.0,,5.799093
4999,South Dakota,1940.0,2,0.0005427919,,-7.5187845
5000,South Dakota,1940.0,3,4.665833e-06,,-12.275244
5001,South Dakota,1940.0,4,0.0002939475,,-8.13211
5002,South Dakota,1940.0,5,0.00023640221,,-8.349976
5003,South Dakota,1940.0,6,0.0010855838,,-6.8256373
5004,South Dakota,1940.0,7,0.0021198434,,-6.156413
5005,South Dakota,1941.0,1,260.0,,5.560682
5006,South Dakota,1941.0,2,0.0005481794,,-7.508908
5007,South Dakota,1941.0,3,1.5529162e-06,,-13.375376
5008,South Dakota,1941.0,4,0.00029660697,,-8.123102
5009,South Dakota,1941.0,5,0.00025467825,,-8.27551
5010,South Dakota,1941.0,6,0.0009876547,,-6.9201775
5011,South Dakota,1941.0,7,0.0021212834,,-6.155734
5012,South Dakota,1942.0,1,200.0,,5.2983174
5013,South Dakota,1942.0,2,0.00047912356,,-7.643552
5014,South Dakota,1942.0,3,1.5505617e-06,,-13.376893
5015,South Dakota,1942.0,4,0.0002868539,,-8.156537
5016,South Dakota,1942.0,5,0.00020157301,,-8.509359
5017,South Dakota,1942.0,6,0.0010636853,,-6.846016
5018,South Dakota,1942.0,7,0.0020948087,,-6.168293
5019,South Dakota,1943.0,1,160.0,,5.075174
5020,South Dakota,1943.0,2,0.00055426074,,-7.497875
5021,South Dakota,1943.0,3,6.192857e-06,,-11.992114
5022,South Dakota,1943.0,4,0.00027248572,,-8.207924
5023,South Dakota,1943.0,5,0.000195075,,-8.542127
5024,South Dakota,1943.0,6,0.0010496894,,-6.859261
5025,South Dakota,1943.0,7,0.0021427285,,-6.145675
5026,Tennessee,1925.0,1,,30.2,
5027,Tennessee,1925.0,2,,30.2,
5028,Tennessee,1925.0,3,,30.2,
5029,Tennessee,1925.0,4,,30.2,
5030,Tennessee,1925.0,5,,30.2,
5031,Tennessee,1925.0,6,,30.2,
5032,Tennessee,1925.0,7,,30.2,
5033,Tennessee,1926.0,1,,31.02,
5034,Tennessee,1926.0,2,,31.02,
5035,Tennessee,1926.0,3,,31.02,
5036,Tennessee,1926.0,4,,31.02,
5037,Tennessee,1926.0,5,,31.02,
5038,Tennessee,1926.0,6,,31.02,
5039,Tennessee,1926.0,7,,31.02,
5040,Tennessee,1927.0,1,710.0,31.84,6.565265
5041,Tennessee,1927.0,2,0.0011958367,31.84,-6.728909
5042,Tennessee,1927.0,3,1.9739793e-05,31.84,-10.832874
5043,Tennessee,1927.0,4,0.0013182234,31.84,-6.63147
5044,Tennessee,1927.0,5,8.60655e-05,31.84,-9.360402
5045,Tennessee,1927.0,6,0.00060561683,31.84,-7.409263
5046,Tennessee,1927.0,7,0.0012554509,31.84,-6.6802607
5047,Tennessee,1928.0,1,889.99994,32.66,6.7912216
5048,Tennessee,1928.0,2,0.0017506098,32.66,-6.347791
5049,Tennessee,1928.0,3,1.6400985e-05,32.66,-11.018169
5050,Tennessee,1928.0,4,0.0013101263,32.66,-6.637632
5051,Tennessee,1928.0,5,9.879641e-05,32.66,-9.222449
5052,Tennessee,1928.0,6,0.00059785496,32.66,-7.4221625
5053,Tennessee,1928.0,7,0.0013421472,32.66,-6.6134844
5054,Tennessee,1929.0,1,870.0,33.48,6.768493
5055,Tennessee,1929.0,2,0.0020608888,33.48,-6.184618
5056,Tennessee,1929.0,3,2.472294e-05,33.48,-10.607779
5057,Tennessee,1929.0,4,0.0012195363,33.48,-6.709285
5058,Tennessee,1929.0,5,0.000103913604,33.48,-9.17195
5059,Tennessee,1929.0,6,0.00059335056,33.48,-7.429725
5060,Tennessee,1929.0,7,0.0013562851,33.48,-6.603006
5061,Tennessee,1930.0,1,839.99994,34.3,6.733402
5062,Tennessee,1930.0,2,0.0012417085,34.3,-6.691267
5063,Tennessee,1930.0,3,1.5669453e-05,34.3,-11.063797
5064,Tennessee,1930.0,4,0.0011935537,34.3,-6.73082
5065,Tennessee,1930.0,5,0.0001112149,34.3,-9.104046
5066,Tennessee,1930.0,6,0.00059620355,34.3,-7.424928
5067,Tennessee,1930.0,7,0.001295214,34.3,-6.6490793
5068,Tennessee,1931.0,1,740.0,34.39,6.6066504
5069,Tennessee,1931.0,2,0.0012439144,34.39,-6.689492
5070,Tennessee,1931.0,3,2.4183024e-05,34.39,-10.62986
5071,Tennessee,1931.0,4,0.0011192206,34.39,-6.7951226
5072,Tennessee,1931.0,5,0.00011260221,34.39,-9.091649
5073,Tennessee,1931.0,6,0.000603442,34.39,-7.4128604
5074,Tennessee,1931.0,7,0.001277166,34.39,-6.6631117
5075,Tennessee,1932.0,1,720.0,34.48,6.5792513
5076,Tennessee,1932.0,2,0.0013936564,34.48,-6.5758247
5077,Tennessee,1932.0,3,1.1209032e-05,34.48,-11.39879
5078,Tennessee,1932.0,4,0.0010144174,34.48,-6.8934407
5079,Tennessee,1932.0,5,0.00011096942,34.48,-9.106256
5080,Tennessee,1932.0,6,0.00059856236,34.48,-7.42098
5081,Tennessee,1932.0,7,0.0013226658,34.48,-6.628106
5082,Tennessee,1933.0,1,600.0,34.57,6.3969297
5083,Tennessee,1933.0,2,0.0011266132,34.57,-6.7885394
5084,Tennessee,1933.0,3,1.9583633e-05,34.57,-10.8408165
5085,Tennessee,1933.0,4,0.00096107606,34.57,-6.947457
5086,Tennessee,1933.0,5,0.000109003246,34.57,-9.124133
5087,Tennessee,1933.0,6,0.0006163302,34.57,-7.391728
5088,Tennessee,1933.0,7,0.0013446197,34.57,-6.6116443
5089,Tennessee,1934.0,1,620.0,34.66,6.4297194
5090,Tennessee,1934.0,2,0.0013408764,34.66,-6.614432
5091,Tennessee,1934.0,3,2.1196738e-05,34.66,-10.761663
5092,Tennessee,1934.0,4,0.0008979377,34.66,-7.01541
5093,Tennessee,1934.0,5,0.00011073468,34.66,-9.108374
5094,Tennessee,1934.0,6,0.0006585607,34.66,-7.3254538
5095,Tennessee,1934.0,7,0.0014998519,34.66,-6.502389
5096,Tennessee,1935.0,1,670.0,34.75,6.5072775
5097,Tennessee,1935.0,2,0.00142976,34.75,-6.5502486
5098,Tennessee,1935.0,3,1.1568222e-05,34.75,-11.367249
5099,Tennessee,1935.0,4,0.00088279997,34.75,-7.032412
5100,Tennessee,1935.0,5,0.00011929729,34.75,-9.033892
5101,Tennessee,1935.0,6,0.00067710254,34.75,-7.297688
5102,Tennessee,1935.0,7,0.0014901317,34.75,-6.5088906
5103,Tennessee,1936.0,1,700.0,34.84,6.55108
5104,Tennessee,1936.0,2,0.0017996321,34.84,-6.3201733
5105,Tennessee,1936.0,3,8.583301e-06,34.84,-11.665692
5106,Tennessee,1936.0,4,0.0009180556,34.84,-6.9932528
5107,Tennessee,1936.0,5,0.0001190933,34.84,-9.035604
5108,Tennessee,1936.0,6,0.0006959627,34.84,-7.2702146
5109,Tennessee,1936.0,7,0.0016733861,34.84,-6.392906
5110,Tennessee,1937.0,1,610.0,34.93,6.413459
5111,Tennessee,1937.0,2,0.0014642316,34.93,-6.526425
5112,Tennessee,1937.0,3,7.430852e-06,34.93,-11.80987
5113,Tennessee,1937.0,4,0.00086516346,34.93,-7.0525923
5114,Tennessee,1937.0,5,0.000116770534,34.93,-9.0553
5115,Tennessee,1937.0,6,0.0007013309,34.93,-7.262531
5116,Tennessee,1937.0,7,0.0016492953,34.93,-6.4074073
5117,Tennessee,1938.0,1,500.0,35.02,6.214608
5118,Tennessee,1938.0,2,0.0011053984,35.02,-6.8075495
5119,Tennessee,1938.0,3,8.053266e-06,35.02,-11.729433
5120,Tennessee,1938.0,4,0.00078466826,35.02,-7.1502495
5121,Tennessee,1938.0,5,0.00011484658,35.02,-9.071914
5122,Tennessee,1938.0,6,0.0007566569,35.02,-7.1866007
5123,Tennessee,1938.0,7,0.0016750795,35.02,-6.391895
5124,Tennessee,1939.0,1,520.0,35.11,6.253829
5125,Tennessee,1939.0,2,0.0010350279,35.11,-6.873327
5126,Tennessee,1939.0,3,5.5441737e-06,35.11,-12.102763
5127,Tennessee,1939.0,4,0.00080529123,35.11,-7.1243067
5128,Tennessee,1939.0,5,0.00013548574,35.11,-8.906644
5129,Tennessee,1939.0,6,0.0007110403,35.11,-7.2487817
5130,Tennessee,1939.0,7,0.001693052,35.11,-6.3812222
5131,Tennessee,1940.0,1,400.0,,5.9914646
5132,Tennessee,1940.0,2,0.0010322923,,-6.875973
5133,Tennessee,1940.0,3,6.5161303e-06,,-11.94123
5134,Tennessee,1940.0,4,0.0007476402,,-7.198589
5135,Tennessee,1940.0,5,0.00013992532,,-8.874402
5136,Tennessee,1940.0,6,0.0007469543,,-7.1995068
5137,Tennessee,1940.0,7,0.0018821328,,-6.2753496
5138,Tennessee,1941.0,1,370.0,,5.913503
5139,Tennessee,1941.0,2,0.0009477121,,-6.9614596
5140,Tennessee,1941.0,3,5.4174325e-06,,-12.125889
5141,Tennessee,1941.0,4,0.0007919609,,-7.1409984
5142,Tennessee,1941.0,5,0.00012392376,,-8.995844
5143,Tennessee,1941.0,6,0.0007916223,,-7.141426
5144,Tennessee,1941.0,7,0.0017911386,,-6.324904
5145,Tennessee,1942.0,1,300.0,,5.7037826
5146,Tennessee,1942.0,2,0.0007104608,,-7.2495966
5147,Tennessee,1942.0,3,4.3463488e-06,,-12.346174
5148,Tennessee,1942.0,4,0.0006944128,,-7.272444
5149,Tennessee,1942.0,5,0.00012871879,,-8.95788
5150,Tennessee,1942.0,6,0.0007739844,,-7.163959
5151,Tennessee,1942.0,7,0.0018174424,,-6.310325
5152,Tennessee,1943.0,1,290.0,,5.669881
5153,Tennessee,1943.0,2,0.0007584352,,-7.184253
5154,Tennessee,1943.0,3,3.3018512e-06,,-12.621027
5155,Tennessee,1943.0,4,0.00065310614,,-7.3337708
5156,Tennessee,1943.0,5,0.00013504572,,-8.909897
5157,Tennessee,1943.0,6,0.0008139063,,-7.113665
5158,Tennessee,1943.0,7,0.0018896494,,-6.2713637
5159,Texas,1933.0,1,770.0,42.32,6.6463904
5160,Texas,1933.0,2,0.0010878226,42.32,-6.8235774
5161,Texas,1933.0,3,1.216282e-05,42.32,-11.317127
5162,Texas,1933.0,4,0.000717773,42.32,-7.239357
5163,Texas,1933.0,5,0.000115796705,42.32,-9.063674
5164,Texas,1933.0,6,0.00064429623,42.32,-7.347352
5165,Texas,1933.0,7,0.0013242478,42.32,-6.6269107
5166,Texas,1934.0,1,730.0,42.760002,6.5930448
5167,Texas,1934.0,2,0.0010615482,42.760002,-6.8480268
5168,Texas,1934.0,3,1.0394396e-05,42.760002,-11.474244
5169,Texas,1934.0,4,0.00066326145,42.760002,-7.3183413
5170,Texas,1934.0,5,0.000117638156,42.760002,-9.047897
5171,Texas,1934.0,6,0.0006602916,42.760002,-7.3228292
5172,Texas,1934.0,7,0.0014138027,42.760002,-6.5614724
5173,Texas,1935.0,1,730.0,43.2,6.5930448
5174,Texas,1935.0,2,0.0012218915,43.2,-6.707355
5175,Texas,1935.0,3,9.640492e-06,43.2,-11.549539
5176,Texas,1935.0,4,0.0006865991,43.2,-7.28376
5177,Texas,1935.0,5,0.00011568591,43.2,-9.064631
5178,Texas,1935.0,6,0.0006802266,43.2,-7.2930846
5179,Texas,1935.0,7,0.0015129037,43.2,-6.4937243
5180,Texas,1936.0,1,690.0,43.64,6.5366917
5181,Texas,1936.0,2,0.0015244987,43.64,-6.4860897
5182,Texas,1936.0,3,1.03575285e-05,43.64,-11.477797
5183,Texas,1936.0,4,0.0007078723,43.64,-7.253247
5184,Texas,1936.0,5,0.0001259087,43.64,-8.979954
5185,Texas,1936.0,6,0.0007287492,43.64,-7.2241807
5186,Texas,1936.0,7,0.0016635162,43.64,-6.398822
5187,Texas,1937.0,1,570.0,44.08,6.3456364
5188,Texas,1937.0,2,0.001379257,44.08,-6.5862103
5189,Texas,1937.0,3,7.5342955e-06,44.08,-11.796045
5190,Texas,1937.0,4,0.0006875445,44.08,-7.282384
5191,Texas,1937.0,5,0.00012487694,44.08,-8.988182
5192,Texas,1937.0,6,0.0007207275,44.08,-7.2352495
5193,Texas,1937.0,7,0.001685438,44.08,-6.38573
5194,Texas,1938.0,1,560.0,44.52,6.3279366
5195,Texas,1938.0,2,0.0009331128,44.52,-6.9769845
5196,Texas,1938.0,3,4.922821e-06,44.52,-12.221629
5197,Texas,1938.0,4,0.00065505283,44.52,-7.330795
5198,Texas,1938.0,5,0.00011925931,44.52,-9.03421
5199,Texas,1938.0,6,0.0007293715,44.52,-7.223327
5200,Texas,1938.0,7,0.0017074249,44.52,-6.372769
5201,Texas,1939.0,1,500.0,44.960003,6.214608
5202,Texas,1939.0,2,0.00084106025,44.960003,-7.0808473
5203,Texas,1939.0,3,3.1465029e-06,44.960003,-12.669219
5204,Texas,1939.0,4,0.00061404007,44.960003,-7.3954506
5205,Texas,1939.0,5,0.00012633209,44.960003,-8.976597
5206,Texas,1939.0,6,0.0007576779,44.960003,-7.185252
5207,Texas,1939.0,7,0.0017453652,44.960003,-6.3507915
5208,Texas,1940.0,1,460.0,,6.1312265
5209,Texas,1940.0,2,0.000834876,,-7.0882273
5210,Texas,1940.0,3,2.6499051e-06,,-12.840986
5211,Texas,1940.0,4,0.0005910847,,-7.4335513
5212,Texas,1940.0,5,0.00014434189,,-8.843326
5213,Texas,1940.0,6,0.0007952833,,-7.136812
5214,Texas,1940.0,7,0.0018711447,,-6.2812047
5215,Texas,1941.0,1,360.0,,5.886104
